id	description	description_en	description_zh-CN	description_zh-TW	popup_text	popup_text_en	popup_text_zh-CN	popup_text_zh-TW
6000897	自身がアタッカーの時、対象が状態異常時、スキルダメージアップ	自身がアタッカーの時、対象が状態異常時、スキルダメージアップ	自身がアタッカーの時、対象が状態異常時、スキルダメージアップ	自身がアタッカーの時、対象が状態異常時、スキルダメージアップ				
6000898	得意属性が突属性の時、受ける強化効果量アップ	得意属性が突属性の時、受ける強化効果量アップ	得意属性が突属性の時、受ける強化効果量アップ	得意属性が突属性の時、受ける強化効果量アップ				
6000899	得意属性が斬属性かつサポーターの時、スキル発動後、物攻が最も高い味方1人に「バーストスキルダメージアップ」を1回行動終了するまで付与(重複不可)	得意属性が斬属性かつサポーターの時、スキル発動後、物攻が最も高い味方1人に「バーストスキルダメージアップ」を1回行動終了するまで付与(重複不可)	得意属性が斬属性かつサポーターの時、スキル発動後、物攻が最も高い味方1人に「バーストスキルダメージアップ」を1回行動終了するまで付与(重複不可)	得意属性が斬属性かつサポーターの時、スキル発動後、物攻が最も高い味方1人に「バーストスキルダメージアップ」を1回行動終了するまで付与(重複不可)				
6000900	自身がサポーターの時、味方全員の物理攻撃スキルダメージアップ	自身がサポーターの時、味方全員の物理攻撃スキルダメージアップ	自身がサポーターの時、味方全員の物理攻撃スキルダメージアップ	自身がサポーターの時、味方全員の物理攻撃スキルダメージアップ				
6000901	自身が斬属性の時、与えるHP回復量アップ	自身が斬属性の時、与えるHP回復量アップ	自身が斬属性の時、与えるHP回復量アップ	自身が斬属性の時、与えるHP回復量アップ				
6000902	HPが最も減っている味方1人のマイナス効果を解除	HPが最も減っている味方1人のマイナス効果を解除	HPが最も減っている味方1人のマイナス効果を解除	HPが最も減っている味方1人のマイナス効果を解除				
6000903	最大HPが最も高い敵1体に「状態異常耐性ダウン」を2回行動終了するまで付与	最大HPが最も高い敵1体に「状態異常耐性ダウン」を2回行動終了するまで付与	最大HPが最も高い敵1体に「状態異常耐性ダウン」を2回行動終了するまで付与	最大HPが最も高い敵1体に「状態異常耐性ダウン」を2回行動終了するまで付与				
6000904	最大HPが最も高い敵1体に「受ける物理攻撃ダメージアップ」を2回行動終了するまで付与	最大HPが最も高い敵1体に「受ける物理攻撃ダメージアップ」を2回行動終了するまで付与	最大HPが最も高い敵1体に「受ける物理攻撃ダメージアップ」を2回行動終了するまで付与	最大HPが最も高い敵1体に「受ける物理攻撃ダメージアップ」を2回行動終了するまで付与				
6000905	得意属性が突属性の時、攻撃後、対象に「突属性耐性ダウン」を2回攻撃を受けるまで付与	得意属性が突属性の時、攻撃後、対象に「突属性耐性ダウン」を2回攻撃を受けるまで付与	得意属性が突属性の時、攻撃後、対象に「突属性耐性ダウン」を2回攻撃を受けるまで付与	得意属性が突属性の時、攻撃後、対象に「突属性耐性ダウン」を2回攻撃を受けるまで付与				
6000906	得意属性が突属性の時、攻撃対象がブレイク時、対象に「ダメージダウン」を付与(上限12%)	得意属性が突属性の時、攻撃対象がブレイク時、対象に「ダメージダウン」を付与(上限12%)	得意属性が突属性の時、攻撃対象がブレイク時、対象に「ダメージダウン」を付与(上限12%)	得意属性が突属性の時、攻撃対象がブレイク時、対象に「ダメージダウン」を付与(上限12%)				
6000907	得意属性が突属性の時、攻撃対象がブレイク時、対象に「ダメージダウン」を付与(上限9%)	得意属性が突属性の時、攻撃対象がブレイク時、対象に「ダメージダウン」を付与(上限9%)	得意属性が突属性の時、攻撃対象がブレイク時、対象に「ダメージダウン」を付与(上限9%)	得意属性が突属性の時、攻撃対象がブレイク時、対象に「ダメージダウン」を付与(上限9%)				
6000908	得意属性が突属性かつブレイカーの時、WEAK攻撃時、ブレイクダメージアップ	得意属性が突属性かつブレイカーの時、WEAK攻撃時、ブレイクダメージアップ	得意属性が突属性かつブレイカーの時、WEAK攻撃時、ブレイクダメージアップ	得意属性が突属性かつブレイカーの時、WEAK攻撃時、ブレイクダメージアップ				
6000909	得意属性が突属性の時、攻撃後、対象に「受ける物理攻撃ダメージアップ」を2回攻撃を受けるまで付与	得意属性が突属性の時、攻撃後、対象に「受ける物理攻撃ダメージアップ」を2回攻撃を受けるまで付与	得意属性が突属性の時、攻撃後、対象に「受ける物理攻撃ダメージアップ」を2回攻撃を受けるまで付与	得意属性が突属性の時、攻撃後、対象に「受ける物理攻撃ダメージアップ」を2回攻撃を受けるまで付与				
6000910	得意属性が突属性かつサポーターの時、与えるマイナス効果量アップ	得意属性が突属性かつサポーターの時、与えるマイナス効果量アップ	得意属性が突属性かつサポーターの時、与えるマイナス効果量アップ	得意属性が突属性かつサポーターの時、与えるマイナス効果量アップ				
