id	description	description_en	description_zh-CN	description_zh-TW
60097001	・戦闘不能時、相手全員にクリティカル率UPを付与\n・ターンを遅らせる\n・仲間を回復	- When KO'd, boosts all opponents' critical rate\n- Delays turn\n- Heals allies	·无法战斗时，赋予全体对手暴击率提升\n·推迟回合\n·为友方恢复	‧無法戰鬥時，賦予全體對象重擊率上升\n‧推遲行動回合\n‧回復夥伴
60098065	・強力なカウンター	- Counters with a powerful attack	·强力的还击	‧強力的還擊
60099001	・物攻、魔攻を低下させる\n・マイナス効果を持つ相手に対し、ターンを遅らせる\n・相手のプラス効果を解除\n・プラス効果無効を付与	- Reduces P. ATK and M. ATK\n- Delays turn of opponents with negative effects\n- Removes positive effects from opponents\n- Inflicts Nullify Positive Effects	·物攻、魔攻下降\n·推迟带有负面效果对手的回合\n·解除对手正面效果\n·赋予正面效果无效	‧使物攻、魔攻下降\n‧使具有減弱效果的對象延遲行動回合\n‧解除對象的加強效果\n‧賦予加強效果無效
60099002	・マイナス効果を持つ相手のターンを遅らせる\n・相手のプラス効果を解除\n・プラス効果無効を付与\n・バトル開始時、自身に被ダメージDOWNを付与			
60100000	・自身が状態異常の場合、被ダメージ上昇\n・仲間全体を回復\n・受けるマイナス効果量UPを付与\n・状態異常に対し与ダメージ上昇\n・マイナス効果を持つ相手に対し、与ダメージ上昇\n・戦闘不能時、アンチュとワルターの被ダメージDOWNを1つ解除	- When inflicted with a status effect, boosts damage received\n- Restores all allies' HP\n- Boosts potency of own received negative effects\n- Dealt damage is increased against targets with status effects\n- Dealt damage is increased against targets with negative effects\n- When KO'd, removes one Received Damage Down from Antje and Walther	·自身处于异常状态时，所受伤害提升\n·恢复友方全体HP\n·赋予自身所受负面效果量提升\n·对异常状态造成伤害提升\n·对带有负面效果的对手造成伤害提升\n·无法战斗时，解除1个安洁和瓦尔特的所受伤害下降	‧自身處於異常狀態時，所受傷害上升\n‧回復所有夥伴的HP\n‧賦予自身所受減弱效果量上升\n‧面對異常狀態，給予傷害上升\n‧面對具有減弱效果的對象，給予傷害上升\n‧無法戰鬥時，解除1個安潔和瓦爾特的所受傷害下降
60100001	・狙われやすさを無視する攻撃を行う\n・マイナス効果を持つ相手に対し、与ダメージ上昇\n・仲間全体のHP回復\n・敵単体にマイナス効果量上昇を付与	- Attacks ignore odds of being targeted\n- Dealt damage is increased against targets with negative effects\n- Restores all allies' HP\n- Inflicts Negative Effect Potency Up on an enemy	·攻击时无视易被选中度\n·对带有负面效果的对手造成伤害提升\n·恢复友方全体HP\n·赋予敌方单体负面效果量提升	‧無視被鎖定機率攻擊\n‧使具有減弱效果的對象給予傷害上升\n‧回復所有夥伴的HP\n‧賦予敵方單體減弱效果量上升
60101001	・かばう\n・行動するたび、自身に物防UPを付与\n・ブレイク後、自身のプラス効果を解除\n・戦闘アイテムからの被ダメージ上昇	- Protection\n- Boosts own P. DEF each turn\n- After stun, removes all own positive effects\n- Receives increased damage from battle items	·掩护\n·每次行动时，赋予自身物防提升\n·破防后，解除自身正面效果\n·来自战斗道具的伤害提升	‧守護\n‧每次行動時，賦予自身物防上升\n‧破防後，解除自身的加強效果\n‧戰鬥道具造成的所受傷害上升
60103001	・状態異常の場合、仲間全体を弱体化\n・状態異常の場合、相手全体を強化\n・自身がカチコチの時、攻撃を受けた時、暗闇を自身に付与\n・氷・斬属性攻撃またはカウンター攻撃を受けた後、自身に被ダメージUPを付与	- When inflicted with a status effect, debuffs all allies\n- When inflicted with a status effect, buffs all enemies\n- When inflicted with Brittle and hit by an attack, inflicts Blindness on self\n- Boosts own damage received after being hit by an Ice attack, Slash attack, or counterattack	·陷入异常状态时，削弱友方全体\n·陷入异常状态时，强化敌方全体\n·自身僵直中受到伤害时，赋予自身盲目\n·受到冰、斩击属性攻击或还击后，赋予自身所受伤害提升	‧異常狀態時，所有夥伴弱體化\n‧異常狀態時，強化所有對象\n‧自身處於僵硬狀態且受到攻擊時，賦予自身盲目\n‧受到冰、斬屬性攻擊或還擊攻擊後，賦予自身所受傷害上升
60103002	・ブレイク時、自身にカチコチを付与\n・カチコチ状態で攻撃を受けた時、自身に暗闇を付与\n・雷属性攻撃を受けた時、自身に被ダメージUPを付与(重複しない)\n・氷属性攻撃を受けた時、自身に被ダメージUPを付与(重複しない)\n・自身が状態異常でないとき、相手全員に複数のマイナス効果を付与\n・自身が状態異常のとき、相手全員に複数のプラス効果を付与し回復\n・自身が状態異常でないとき、仲間全体に複数のプラス効果を付与し回復\n・自身が状態異常のとき、仲間全体に複数のマイナス効果を付与			
60104000	・自身が状態異常の場合、被ダメージ上昇\n・自身にプラス効果が付与されている時、\n　ターン開始前に弱体パネルを強化パネルへ変更\n・状態異常に対し、与ダメージ上昇\n・マイナス効果を持つ相手に対し、与ダメージ上昇\n・戦闘不能時、アンチュとワルターの被ダメージDOWNを1つ解除	- When inflicted with a status effect, boosts damage received\n- Before turn, if a positive effect is active on self, converts weaken panels into boost panels\n- Dealt damage is increased against targets with status effects\n- Dealt damage is increased against targets with negative effects\n- When KO'd, removes one Received Damage Down from Antje and Walther	·自身处于异常状态时，所受伤害提升\n·自身存在正面效果时，回合开始前削弱面板变换为强化面板\n·对异常状态造成伤害提升\n·对带有负面效果的对手造成伤害提升\n·无法战斗时，解除1个安洁和瓦尔特的所受伤害下降	‧自身處於異常狀態時，所受傷害上升\n‧自身具有加強效果時，行動回合開始前將弱化面板變更為強化面板\n‧面對異常狀態，給予傷害上升\n‧面對具有減弱效果的對象，給予傷害上升\n‧無法戰鬥時，解除1個安潔和瓦爾特的所受傷害下降
60104001	・自身にプラス効果がある場合、ターン開始前に弱体パネルを強化パネルへ変更	- Before turn, if a positive effect is active on self, converts weaken panels into boost panels	·自身存在正面效果时，回合开始前削弱面板变换为强化面板	‧自身具有加強效果時，行動回合開始前將弱化面板變更為強化面板
60105001	・仲間がいる場合、被ダメージ低下\n・バトル開始時、受ける被ブレイクダメージDOWNを付与\n・味方が1人の時、攻撃被弾時に自身のバフを解除	- Receives reduced damage while with allies\n- At the start of battle, reduces stun damage received\n- When hit by an attack with only a single ally, removes buffs from self	·场上有友方时，所受伤害下降\n·战斗开始时，赋予所受破防伤害下降\n·只有1名我方时，受到攻击时解除自身增益	‧擁有夥伴時，所受傷害下降\n‧戰鬥開始時，賦予所受破防傷害下降\n‧我方為1人時，被攻擊擊中時解除自身的增益效果
60105004	・ブレイク状態でない場合、魔法攻撃の被ダメージが減少\n・自身にプラス効果が2つ以上ある場合、ターン開始前に弱体パネルを強化パネルへ変更	- When not stunned, reduces damage received from magic attacks\n- Before turn, if 2 or more positive effects are active on self, converts weaken panels into boost panels	·未陷入破防状态时，所受魔法攻击伤害下降\n·自身有不少于2个正面效果时，回合开始前削弱面板变换为强化面板	‧非破防狀態時，所受魔法攻擊傷害減少\n‧自身具有2個以上的加強效果時，行動回合開始前將弱化面板變更為強化面板
60105006	・自身にプラス効果が2つ以上付与されている時、\n　ターン開始前に弱化パネルを強化パネルに変更\n・ブレイクしていない時、被ダメージ減少\n・ブレイク時、自身のプラス効果を解除\n・ブレイク時、相手全員に与ダメージUPを付与\n・全体攻撃で受けるブレイクダメージ上昇\n・ブレイク復帰後、強力な攻撃を使用	- If 2 or more positive effects are active on self, converts weaken panels to boost panels before turn\n- Receives reduced damage while not stunned\n- When stunned, removes positive effects from self\n- When stunned, boosts all opponents' damage dealt\n- Receives increased stun damage from attacks that target all enemies\n- After recovering from being stunned, attacks with a powerful attack	·自身拥有不低于2个正面效果时，\n　回合开始前将削弱面板变换为强化面板\n·未破防时，所受伤害减少\n·破防时，解除自身正面效果\n·破防时，赋予对手全体造成伤害提升\n·所受全体攻击破防伤害提升\n·破防恢复后，使用强力的攻击	‧自身被賦予2個以上的加強效果時，\n　行動回合開始前，將弱化面板變更為強化面板\n‧未破防時，所受傷害減少\n‧破防時，解除自身的加強效果\n‧破防時，賦予全體對象給予傷害上升\n‧所受全體攻擊破防傷害上升\n‧從破防狀態恢復後，使用強力的攻擊
60106001	・ブレイク時、相手全員に再生を付与\n・HPが一定に達すると、攻撃を受けた後、与ダメージUPを付与	- When stunned, grants Regen to all opponents\n- Boosts damage dealt after being hit by an attack when HP reaches a certain level	·破防时，赋予全体对手再生\n·HP达到一定值后，受到攻击时，赋予造成伤害提升	‧破防時，賦予全體對象再生\n‧HP達一定值時，受到攻擊後，賦予給予傷害上升
60107000	・ブレイクゲージ最大時に攻撃被弾時、弱体パネルを強化パネルへ変更\n・ブレイクゲージ最大時に攻撃被弾時、強化系パネルを弱体パネルへ変更\n・ターンを遅らせる\n・クリティカル攻撃を受けた時、被ダメージ上昇	- When hit by an attack while stun gauge is full, converts weaken panels to boost panels\n- When hit by an attack while stun gauge is full, converts boost-type panels to weaken panels\n- Delays turn\n- Receives increased damage from critical attacks	·破防槽为最大值时，受到攻击时，削弱面板变换为强化面板\n·破防槽为最大值时，受到攻击时，强化类面板变换为削弱面板\n·推迟回合\n·受到暴击时，所受伤害提升	‧破防量表為最大值且被攻擊擊中時，將弱化面板變更為強化面板\n‧破防量表為最大值且被攻擊擊中時，將強化系面板變更為弱化面板\n‧推遲行動回合\n‧受到重擊攻擊時，所受傷害上升
