id	name	name_en	name_zh-CN	name_zh-TW	description	description_en	description_zh-CN	description_zh-TW
235	ビギナースタッフ	Beginner's Staff	新手魔杖	初學者之杖	自身がサポーターの時、スキル発動後、対象に「受けるHP回復量+{0}%」を1回行動終了するまで付与	While equipped to a Supporter, after using a skill, boosts target's HP recovery received by {0}% for 1 turn.	自身为支援者时，技能发动后，赋予目标“所受HP恢复量+{0}%”，1次行动结束后失效。	自身為支援者時，發動技能後，賦予目標「所受HP回復量+{0}%」，直到行動結束1次為止。
236	ブラッディクロー	Bloody Claw	血腥双爪	血腥雙爪	得意属性が打属性の時、スキル発動後、自身に「物攻+{0}%」を1回行動終了するまで付与	While equipped to a character with Strike affinity, after using a skill, boosts own P. ATK by {0}% for 1 turn.	自身属性为打击属性时，技能发动后，赋予自身“物攻+{0}%”，1次行动结束后失效。	自身屬性為打屬性時，發動技能後，賦予自身「物攻+{0}%」，直到行動結束1次為止。
237	ブラッディクロー	Bloody Claw	血腥双爪	血腥雙爪	得意属性が打属性の時、スキル発動後、自身に「物攻+{0}%」を1回行動終了するまで付与	While equipped to a character with Strike affinity, after using a skill, boosts own P. ATK by {0}% for 1 turn.	自身属性为打击属性时，技能发动后，赋予自身“物攻+{0}%”，1次行动结束后失效。	自身屬性為打屬性時，發動技能後，賦予自身「物攻+{0}%」，直到行動結束1次為止。
238	幻月の服	Paraselene Clothes	幻月之服	幻月服裝	自身がサポーターの時、与えるHP回復量+{0}%	While equipped to a Supporter, boosts HP recovery given by {0}%.	自身为支援者时，给予的HP恢复量+{0}%。	自身為支援者時，賦予的HP回復量+{0}%。
239	幻月の服	Paraselene Clothes	幻月之服	幻月服裝	自身がサポーターの時、与えるHP回復量+{0}%	While equipped to a Supporter, boosts HP recovery given by {0}%.	自身为支援者时，给予的HP恢复量+{0}%。	自身為支援者時，賦予的HP回復量+{0}%。
240	ハードローブ	Hard Robe	坚硬长袍	硬質外袍	得意属性が打属性の時、受けるダメージ-{0}%	While equipped to a character with Strike affinity, reduces damage received by {0}%.	自身属性为打击属性时，所受伤害-{0}%。	自身屬性為打屬性時，所受傷害-{0}%。
241	ハードローブ	Hard Robe	坚硬长袍	硬質外袍	得意属性が打属性の時、受けるダメージ-{0}%	While equipped to a character with Strike affinity, reduces damage received by {0}%.	自身属性为打击属性时，所受伤害-{0}%。	自身屬性為打屬性時，所受傷害-{0}%。
242	ナックルガード	Knuckle Guard	手指虎拳套	護指圈	得意属性が雷属性の時、火氷雷風属性耐性+{0}%	While equipped to a character with Bolt affinity, boosts Fire/Ice/Bolt/Air resistance by {0}%.	自身属性为雷属性时，火冰雷风属性耐性+{0}%。	自身屬性為雷屬性時，火冰雷風屬性耐性+{0}%。
243	ナックルガード	Knuckle Guard	手指虎拳套	護指圈	得意属性が雷属性の時、火氷雷風属性耐性+{0}%	While equipped to a character with Bolt affinity, boosts Fire/Ice/Bolt/Air resistance by {0}%.	自身属性为雷属性时，火冰雷风属性耐性+{0}%。	自身屬性為雷屬性時，火冰雷風屬性耐性+{0}%。
244	アンジュパリュール	Ange Parure	天使宝石套装	天使珠寶飾品組	得意属性が打属性の時、ターン開始時、HP回復+{0}%	While equipped to a character with Strike affinity, restores HP by {0}% at the start of the turn.	自身属性为打击属性时，回合开始时恢复HP+{0}%。	自身屬性為打屬性時，回合開始時，回復HP+{0}%。
245	アンジュパリュール	Ange Parure	天使宝石套装	天使珠寶飾品組	得意属性が打属性の時、ターン開始時、HP回復+{0}%	While equipped to a character with Strike affinity, restores HP by {0}% at the start of the turn.	自身属性为打击属性时，回合开始时恢复HP+{0}%。	自身屬性為打屬性時，回合開始時，回復HP+{0}%。
246	ヘリオプロクス	Helioprox	赤炎弦月杖	赤炎弦月杖	得意属性が斬属性の時、ブレイクダメージ+{0}%	While equipped to a character with Slash affinity, boosts stun damage by {0}%.	自身属性为斩击属性时，破防伤害+{0}%。	自身屬性為斬屬性時，破防傷害+{0}%。
247	ヘリオプロクス	Helioprox	赤炎弦月杖	赤炎弦月杖	得意属性が斬属性の時、ブレイクダメージ+{0}%	While equipped to a character with Slash affinity, boosts stun damage by {0}%.	自身属性为斩击属性时，破防伤害+{0}%。	自身屬性為斬屬性時，破防傷害+{0}%。
248	森番鐘	Forest Bell	万物钟	萬物鐘	得意属性が打属性の時、与える強化効果量+{0}%	While equipped to a character with Strike affinity, boosts potency of buff effects given by {0}%.	自身属性为打击属性时，给予的强化效果量+{0}%。	自身屬性為打屬性時，賦予強化效果量+{0}%。
249	森番鐘	Forest Bell	万物钟	萬物鐘	得意属性が打属性の時、与える強化効果量+{0}%	While equipped to a character with Strike affinity, boosts potency of buff effects given by {0}%.	自身属性为打击属性时，给予的强化效果量+{0}%。	自身屬性為打屬性時，賦予強化效果量+{0}%。
250	ソルジャーキュイラス	Soldier's Cuirass	士兵铁甲	士兵鐵甲	自身がブレイカーの時、攻撃後、対象に「斬属性耐性-{0}%」を2回攻撃を受けるまで付与	While equipped to a Breaker, after attacking, reduces target's Slash resistance by {0}% for 2 attacks.	自身为破坏者时，攻击后，赋予目标“斩击属性耐性-{0}%”，受到2次攻击后失效。	自身為破壞者時，攻擊後，賦予目標「斬屬性耐性-{0}%」，直到受2次攻擊為止。
251	ソルジャーキュイラス	Soldier's Cuirass	士兵铁甲	士兵鐵甲	自身がブレイカーの時、攻撃後、対象に「斬属性耐性-{0}%」を2回攻撃を受けるまで付与	While equipped to a Breaker, after attacking, reduces target's Slash resistance by {0}% for 2 attacks.	自身为破坏者时，攻击后，赋予目标“斩击属性耐性-{0}%”，受到2次攻击后失效。	自身為破壞者時，攻擊後，賦予目標「斬屬性耐性-{0}%」，直到受2次攻擊為止。
252	ゴールデンメイル	Golden Mail	黄金之铠	黃金之鎧	自身がサポーターの時、スキル発動後、味方全員に「スキルダメージ+{0}%」を1回行動終了するまで付与	While equipped to a Supporter, after using a skill, boosts all allies' skill damage by {0}% for 1 turn.	自身为支援者时，技能发动后，赋予我方全体“技能伤害+{0}%”，1次行动结束后失效。	自身為支援者時，發動技能後，賦予我方全體「技能傷害+{0}%」，直到行動結束1次為止。
253	ゴールデンメイル	Golden Mail	黄金之铠	黃金之鎧	自身がサポーターの時、スキル発動後、味方全員に「スキルダメージ+{0}%」を1回行動終了するまで付与	While equipped to a Supporter, after using a skill, boosts all allies' skill damage by {0}% for 1 turn.	自身为支援者时，技能发动后，赋予我方全体“技能伤害+{0}%”，1次行动结束后失效。	自身為支援者時，發動技能後，賦予我方全體「技能傷害+{0}%」，直到行動結束1次為止。
254	魔石のチェイン	Fairystone Chain	魔石手链	魔石的鎖鏈	攻撃後、対象に「受けるブレイクダメージ+{0}%」を1回攻撃を受けるまで付与	After attacking, boosts target's stun damage received by {0}% for 1 attack.	攻击后，赋予目标“所受破防伤害+{0}%”，受到1次攻击后失效。	攻擊後，賦予目標「所受破防傷害+{0}%」，直到受1次攻擊為止。
255	魔石のチェイン	Fairystone Chain	魔石手链	魔石的鎖鏈	攻撃後、対象に「受けるブレイクダメージ+{0}%」を1回攻撃を受けるまで付与	After attacking, boosts target's stun damage received by {0}% for 1 attack.	攻击后，赋予目标“所受破防伤害+{0}%”，受到1次攻击后失效。	攻擊後，賦予目標「所受破防傷害+{0}%」，直到受1次攻擊為止。
256	バロンズクラウン	Baron's Crown	男爵冠	男爵冠	得意属性が打属性の時、火氷雷風属性耐性+{0}%	While equipped to a character with Strike affinity, boosts Fire/Ice/Bolt/Air resistance by {0}%.	自身属性为打击属性时，火冰雷风属性耐性+{0}%。	自身屬性為打屬性時，火冰雷風屬性耐性+{0}%。
257	バロンズクラウン	Baron's Crown	男爵冠	男爵冠	得意属性が打属性の時、火氷雷風属性耐性+{0}%	While equipped to a character with Strike affinity, boosts Fire/Ice/Bolt/Air resistance by {0}%.	自身属性为打击属性时，火冰雷风属性耐性+{0}%。	自身屬性為打屬性時，火冰雷風屬性耐性+{0}%。
258	頼れる錬金術士の杖	Reliable Alchemist's Staff	可靠的炼金术士之杖	可靠的鍊金術士之杖	スキルダメージ+{0}%	Boosts skill damage by {0}%.	技能伤害+{0}%。	技能傷害+{0}%。
259	退魔のブローチ	Exorcism Brooch	退魔胸针	退魔胸針	自身がアタッカーの時、バーストスキルダメージ+{0}%<br>自身がアタッカーの時、受けるダメージ+{1}%(解除不可)	While equipped to an Attacker, boosts burst skill damage by {0}%.<br>While equipped to an Attacker, boosts damage received by {1}%. (Cannot be removed)	自身为攻击者时，爆发技能伤害+{0}%。<br>自身为攻击者时，所受伤害+{1}%。（无法解除）	自身為攻擊者時，爆發技能傷害+{0}%；<br>自身為攻擊者時，所受傷害+{1}%。（無法解除）
260	退魔のブローチ	Exorcism Brooch	退魔胸针	退魔胸針	自身がアタッカーの時、バーストスキルダメージ+{0}%<br>自身がアタッカーの時、受けるダメージ+{1}%(解除不可)	While equipped to an Attacker, boosts burst skill damage by {0}%.<br>While equipped to an Attacker, boosts damage received by {1}%. (Cannot be removed)	自身为攻击者时，爆发技能伤害+{0}%。<br>自身为攻击者时，所受伤害+{1}%。（无法解除）	自身為攻擊者時，爆發技能傷害+{0}%；<br>自身為攻擊者時，所受傷害+{1}%。（無法解除）
261	クーケンスウェット	Kurken Sweats	库肯布衣	庫肯布衣	得意属性が斬属性の時、スキル発動後、自身のHPを{0}%回復	While equipped to a character with Slash affinity, after using a skill, restores own HP by {0}%.	自身属性为斩击属性时，技能发动后，恢复自身{0}%的HP。	自身屬性為斬屬性時，發動技能後，回復自身HP{0}%。
262	クーケンスウェット	Kurken Sweats	库肯布衣	庫肯布衣	得意属性が斬属性の時、スキル発動後、自身のHPを{0}%回復	While equipped to a character with Slash affinity, after using a skill, restores own HP by {0}%.	自身属性为斩击属性时，技能发动后，恢复自身{0}%的HP。	自身屬性為斬屬性時，發動技能後，回復自身HP{0}%。
263	トネルアッシュ	Tonnelash	雷斧	雷斧	得意属性が雷属性かつアタッカーの時、バーストスキルダメージ+{0}%	While equipped to an Attacker with Bolt affinity, boosts burst skill damage by {0}%.	自身属性为雷属性且身为攻击者时，爆发技能伤害+{0}%。	自身屬性為雷屬性並為攻擊者時，爆發技能傷害+{0}%。
264	トネルアッシュ	Tonnelash	雷斧	雷斧	得意属性が雷属性かつアタッカーの時、バーストスキルダメージ+{0}%	While equipped to an Attacker with Bolt affinity, boosts burst skill damage by {0}%.	自身属性为雷属性且身为攻击者时，爆发技能伤害+{0}%。	自身屬性為雷屬性並為攻擊者時，爆發技能傷害+{0}%。
265	グランドプレート	Grand Plate	大地板甲	大地胸鎧	得意属性が雷属性かつアタッカーの時、スキルダメージ+{0}%	While equipped to an Attacker with Bolt affinity, boosts skill damage by {0}%.	自身属性为雷属性且身为攻击者时，技能伤害+{0}%。	自身屬性為雷屬性並為攻擊者時，技能傷害+{0}%。
266	グランドプレート	Grand Plate	大地板甲	大地胸鎧	得意属性が雷属性かつアタッカーの時、スキルダメージ+{0}%	While equipped to an Attacker with Bolt affinity, boosts skill damage by {0}%.	自身属性为雷属性且身为攻击者时，技能伤害+{0}%。	自身屬性為雷屬性並為攻擊者時，技能傷害+{0}%。
